Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled RRV Richmond,Current Quantity RRV Richmond,New Quantity RRV Richmond,Stock Alert Enabled RRV Richmond,Stock Alert Count RRV Richmond,Price RRV Richmond,Enabled TVM McHenry,Current Quantity TVM McHenry,New Quantity TVM McHenry,Stock Alert Enabled TVM McHenry,Stock Alert Count TVM McHenry,Price TVM McHenry
FQ4FPODNHFXKI4YDLXISP75J,TVM's The only Hoodie needed,"Navy Blazer, S",68203C976E380_11491,"Don’t you just love sweatshirt weather? We do too. Layer up year round in this cozy, casual style. With a front pocket and snug hood, it doesn’t get much better than this.


• 100% cotton face

• 65% ring-spun cotton, 35% polyester

• Front pouch pocket

• Self-fabric patch on the back

• Matching flat drawstrings

• 3-panel hood

• Blank product sourced from Pakistan


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!","🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,Y,,Y,Y,59.50,,N,,N,,N,Color,Navy Blazer,Size,S,,,,,,N,,,,,,Y,,,,,
BI6NNH4BF5F4WJUMIZ2G23YR,TVM's The only Hoodie needed,"Navy Blazer, M",68203C976E380_11492,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Navy Blazer,Size,M,,,,,,N,,,,,,Y,,,,,
L37BXXDIXM72XVISMJMRQDH3,TVM's The only Hoodie needed,"Navy Blazer, L",68203C976E380_11493,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Navy Blazer,Size,L,,,,,,N,,,,,,Y,,,,,
COIRFPTIYZTK6PUIJAUAVP6A,TVM's The only Hoodie needed,"Navy Blazer, XL",68203C976E380_11494,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Navy Blazer,Size,XL,,,,,,N,,,,,,Y,,,,,
PYF6U7DARECF2SXTAMP7YHBF,TVM's The only Hoodie needed,"Navy Blazer, 2XL",68203C976E380_11495,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,60.50,,N,,,,N,Color,Navy Blazer,Size,2XL,,,,,,N,,,,,,Y,,,,,
JP57QE4634EC272CHFM6U7GE,TVM's The only Hoodie needed,"Navy Blazer, 3XL",68203C976E380_13417,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.00,,N,,,,N,Color,Navy Blazer,Size,3XL,,,,,,N,,,,,,Y,,,,,
B6FBZ7NNIXOYSHZXQNDXKQF5,TVM's The only Hoodie needed,"Charcoal Heather, S",68203C976E380_11481,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Charcoal Heather,Size,S,,,,,,N,,,,,,Y,,,,,
RKMZCTY53NRQM3MP5FWURPBF,TVM's The only Hoodie needed,"Charcoal Heather, M",68203C976E380_11482,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Charcoal Heather,Size,M,,,,,,N,,,,,,Y,,,,,
7C5VDDKYB5ASLINAJVWZZAXX,TVM's The only Hoodie needed,"Charcoal Heather, L",68203C976E380_11483,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Charcoal Heather,Size,L,,,,,,N,,,,,,Y,,,,,
WF4MPO6F7ZUODM7VSI54VAS6,TVM's The only Hoodie needed,"Charcoal Heather, XL",68203C976E380_11484,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Charcoal Heather,Size,XL,,,,,,N,,,,,,Y,,,,,
VIKAAHD6QKMRIQH42P5VNVS7,TVM's The only Hoodie needed,"Charcoal Heather, 2XL",68203C976E380_11485,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,60.50,,N,,,,N,Color,Charcoal Heather,Size,2XL,,,,,,N,,,,,,Y,,,,,
YNDRUBLATDIWFMGVORJGNQPT,TVM's The only Hoodie needed,"Charcoal Heather, 3XL",68203C976E380_13419,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.00,,N,,,,N,Color,Charcoal Heather,Size,3XL,,,,,,N,,,,,,Y,,,,,
WMIAVAVTX6BDXY4HWAGPGTAG,TVM's The only Hoodie needed,"Vintage Black, S",68203C976E380_20272,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Vintage Black,Size,S,,,,,,N,,,,,,Y,,,,,
NXOQKGRVBOCRXN3DOTZJZQ2H,TVM's The only Hoodie needed,"Vintage Black, M",68203C976E380_20273,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Vintage Black,Size,M,,,,,,N,,,,,,Y,,,,,
LCIHR3OAYDZJTJ3XMLQKAK3U,TVM's The only Hoodie needed,"Vintage Black, L",68203C976E380_20274,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Vintage Black,Size,L,,,,,,N,,,,,,Y,,,,,
QCPM7SCU6JK6WIR4MECEJ67Z,TVM's The only Hoodie needed,"Vintage Black, XL",68203C976E380_20275,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Vintage Black,Size,XL,,,,,,N,,,,,,Y,,,,,
MLL2SRI2MHSSXVOSSTQZP4BI,TVM's The only Hoodie needed,"Vintage Black, 2XL",68203C976E380_20276,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,60.50,,N,,,,N,Color,Vintage Black,Size,2XL,,,,,,N,,,,,,Y,,,,,
22A5YUJUICOUASONEEETIMEB,TVM's The only Hoodie needed,"Vintage Black, 3XL",68203C976E380_20277,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.00,,N,,,,N,Color,Vintage Black,Size,3XL,,,,,,N,,,,,,Y,,,,,
LXSTFRYQCRRUOGN2K75DA2NW,TVM's The only Hoodie needed,"Purple, S",68203C976E380_13911,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Purple,Size,S,,,,,,N,,,,,,Y,,,,,
4OU2LL527NKKJGRAP36UWJHI,TVM's The only Hoodie needed,"Purple, M",68203C976E380_13912,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Purple,Size,M,,,,,,N,,,,,,Y,,,,,
NAZ3GVOF2ASSPKWFBSQC3IQT,TVM's The only Hoodie needed,"Purple, L",68203C976E380_13913,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Purple,Size,L,,,,,,N,,,,,,Y,,,,,
PF4CNRAMLX3JPRHWZGBFVQXN,TVM's The only Hoodie needed,"Purple, XL",68203C976E380_13914,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.50,,N,,,,N,Color,Purple,Size,XL,,,,,,N,,,,,,Y,,,,,
WZMRDXZRL2KJ62YQPPXDLYMQ,TVM's The only Hoodie needed,"Purple, 2XL",68203C976E380_13915,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,60.50,,N,,,,N,Color,Purple,Size,2XL,,,,,,N,,,,,,Y,,,,,
NOCZ6N2U7FSOHKXX6MARSGPV,TVM's The only Hoodie needed,"Purple, 3XL",68203C976E380_13916,,"🇫🇷 Expressly TVM, The New Things",🇫🇷 Expressly TVM,,,,,visible,Physical good,,,,,,,,59.00,,N,,,,N,Color,Purple,Size,3XL,,,,,,N,,,,,,Y,,,,,
VP5OQKB2UEBB7QXKKEROPMV5,Tarot Made Easy (deck and book) by Barbara Moore,,,"With the right guidance, the wisdom of the tarot is available to everyone. This kit provides everything you need to get started, so you can receive spiritual nourishment and practical insights the first time you use your deck. Providing intimate, supportive instructions designed to help you build on your personal strengths, Tarot Made Easy is the perfect introduction to the profound practice of tarot. Includes 78 cards and a 216 page book.",Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,Y,,Y,Y,78.23,,N,,N,,,,,,,,,,,,N,,,,,,Y,18,,,,
6KTSUIOCKYLFFZSCOHJZNL2P,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP116",,"<p></p><p></p><p><b>Product information:</b></p><p><br/></p><p>Color: JP116,JP117,JP118,JP126,JP127,JP142,JP143,JP144,JP145,JP146,JP147,JP164,JP158,JP159</p><p><br/></p><p>Function: beautify decoration</p><p><br/></p><p>Material: Polyester</p><p><br/></p><p>Size: 49 x49cm,75x75cm</p><p><br/></p><p>Style: Nordic</p><p><br/></p><p>Shape: Square</p><p><br/></p><p>Category: tablecloth/tablecloth</p><p></p><p></p><p></p><p><br/></p><p></p><p><b>Packing list: </b></p><p><br/></p><p>Tablecloth×1</p><p></p><p></p><p><br/></p><p></p><p><b>Product Image:</b></p><p></p><p></p><p></p><p><br/></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p>",Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,Y,,Y,Y,9.23,,N,,N,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP116,,,,,,N,,,,,,Y,100,,,,
R2ANCFZDHMADVCJADEL3BTI5,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP117",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP117,,,,,,N,,,,,,Y,100,,,,
JMK36EE6PHCJFW5MP6MER2YQ,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP144",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP144,,,,,,N,,,,,,Y,100,,,,
K4DXVMRPGJFZOM3PTKMJOII4,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP145",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP145,,,,,,N,,,,,,Y,100,,,,
E32FTYCFKNPPFS3NZZEZRN6H,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP146",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP146,,,,,,N,,,,,,Y,100,,,,
HHF3IJMTVAV3V5IUGHI5BY7Q,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP147",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP147,,,,,,N,,,,,,Y,100,,,,
6CUW3EQJW7HGWCMCR2MVX4OO,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP164",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP164,,,,,,N,,,,,,Y,100,,,,
AKX7WBNBO26B3W2GKLSURBAJ,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP158",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP158,,,,,,N,,,,,,Y,100,,,,
WZ6JJ63MYIWTUH3P7EQXWIAJ,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP118",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP118,,,,,,N,,,,,,Y,100,,,,
DHIDQ56JUXLQFVM43NYOSERB,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP127",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP127,,,,,,N,,,,,,Y,100,,,,
552T62L323RBFLJG4D6NC7Q5,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP126",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP126,,,,,,N,,,,,,Y,100,,,,
T54ZT3OO3QITNQU4ATQLWMCQ,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP142",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP142,,,,,,N,,,,,,Y,100,,,,
3WTNCQ7EMXDYRMRWBGTYJKR7,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP143",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP143,,,,,,N,,,,,,Y,100,,,,
EVOI5PRK7HEI4LWPWTYPTO3L,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"49x 49cm, JP159",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,9.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,49x 49cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP159,,,,,,N,,,,,,Y,100,,,,
JNZWJGYIBTBRKHA6C6LLAGCY,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP116",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,11.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP116,,,,,,N,,,,,,Y,100,,,,
LP2UGLOXLNHNKRRGTWTT5RIB,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP117",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,11.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP117,,,,,,N,,,,,,Y,100,,,,
4LINDN2SNQ5W2MPDJIAN66L4,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP144",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,10.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP144,,,,,,N,,,,,,Y,100,,,,
MO3NHQY7HHGWGH4ZCFXBVTVR,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP145",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,10.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP145,,,,,,N,,,,,,Y,100,,,,
MK45LAC42GG4LM3NUK5DD7J6,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP146",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,10.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP146,,,,,,N,,,,,,Y,100,,,,
TMQN5WSZUS2ALQ63X64ECBID,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP147",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,10.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP147,,,,,,N,,,,,,Y,100,,,,
D67DVDTBKOUAN76LCCOSKO2G,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP164",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,10.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP164,,,,,,N,,,,,,Y,100,,,,
MZJZMSTHMF4N6M77PRVY5AC6,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP158",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,10.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP158,,,,,,N,,,,,,Y,100,,,,
SUEPHHNIJ5U4PVCYAS7C7H2O,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP118",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,10.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP118,,,,,,N,,,,,,Y,100,,,,
UJDGP5O5J3DNHLH7P3HZGK2X,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP127",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,10.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP127,,,,,,N,,,,,,Y,100,,,,
6NKK4D5HG252IQDEP366ORA4,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP126",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,10.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP126,,,,,,N,,,,,,Y,100,,,,
H3KSUP23QLY354GGHH7RHINH,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP142",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,11.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP142,,,,,,N,,,,,,Y,100,,,,
ZFB2A2ZBESCORAG3FSQYO26U,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP143",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,10.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP143,,,,,,N,,,,,,Y,100,,,,
BRIUXC3M5SA6O2TN3KWT2DSE,Tarot Tablecloth Board Game Decorative Cloth Have Your Power Mandala,"75x 75cm, JP159",,,Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,,,,,10.23,,N,,,,,#size9bd48c06-3dd2-4076-bb4c-e9737b105ce3,75x 75cm,#color9bd48c06-3dd2-4076-bb4c-e9737b105ce3,JP159,,,,,,N,,,,,,Y,100,,,,
VGT25YNFS6GR7YH2VSECM56G,Tarot of Dreams by Ciro Marchetti,,,"Ciro Marchetti reimagines tarot by presenting vivid dream images that map out a fascinating journey of self-discovery. Tarot of Dreams explores the profound web of visual and emotional associations that occur at the intersection of divination and dreams. Tarot of Dreams offers readers a powerful tool for personal insight and divination. The 78 traditional cards are supplemented with a special Tree of Life card plus four Palace cards that give further context to the Court cards. Lee Bursten’s insightful guidebook seamlessly weaves together psychological, astrological, and kabbalistic elements into the story of the Fool’s Journey. Lee Bursten is the author of numerous tarot decks and books. Ciro Marchetti is an award-winning digital artist. His popular decks include Gilded Reverie Lenormand and Oracle of Visions. Includes 83 cards and a 112 page guidebook.",Energy & Elements,Energy & Elements,,,,,unavailable,Physical good,,,,Y,N,N,N,92.79,,N,,N,,N,,,,,,,,,,N,,,,,,Y,8,,,,
UQTFZEPHA3ECJ2YUHBE2IB5L,The Essence of Lavender Spa Gift Basket - spa baskets for women gift,,,"Send her an indulgent spa experience right at home with this exquisite spa gift basket featuring all Lavender products. Lavender offers a calming and soothing spa experience she is sure to appreciate. Includes, Lavender lotion, Lavender body scrub, Lavender moisturizing body wash gel, Lavender soothing bath salts, Lavender body mist, Lavender hand cream, Lavender body soap, Lavender Tealite Candles, lavender room diffuser, body massager, foot roller massager, Lavender rose petal fizzies, bath pillow, 2 pillar candles,  loofah rope, pedicure paddle with brush in a stained willow tray and topped with a lavender hand made bow. This gift weighs 8 pounds and measures 17x12x12",The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,Y,,Y,Y,75.23,,N,,N,,,,,,,,,,,,N,,,,,,Y,100,,,,
XKVP2YG2M756F2JJYARROUID,The Grouse Plate – Ceramic Tableware by Labz,,,<p><strong>Serve your eggs with attitude.</strong></p><p>This illustrated ceramic plate features a full-color grouse graphic. Looks rustic. Feels like an inside joke. Built for brunch or display.</p><ul><li>Matte ceramic plate</li><li>Grouse illustration centered</li><li>Hand-wash recommended</li></ul>,The Apothecary Cabinet,The Apothecary Cabinet,TBDLabz Grouse Plate – Illustrated Ceramic Dish,"Rural, rugged, and weirdly elegant. This ceramic plate features a full-color grouse and matte finish.",,,unavailable,Physical good,,,,Y,N,N,N,25.00,,N,,N,,,,,,,,,,,,N,1,,,,,Y,1,,,,
PRZ7I2WLCTXZIVXCS5VZAMCF,The Rider Waite Gold Sun Rainbow Foil Tarot Deck,"Cards,Box&Bag",,"🌈✨ Gold Rainbow Foil Tarot Deck ✨🌈
What's Included:
Tarot Deck: 78 Cards (22 Major Arcana & 56 Minor Arcana)
Material: Premium 300GSM Cardboard with Anti-Scratch Lamination
Design: Radiant Gold Rainbow Foil
Size: 2.75 x 4.72 inches (7 x 12 cm)

Bonus Accessories:
📖 36-Page Guidebook
📦 Stylish Cardboard Box for Safekeeping
👜 Black Gold Velvet Tarot Bag (Soft & Durable) – Size: 7.8 x 5.9 inches (20 x 15 cm)
🪄 Black Gold Gabardine Tarot Cloth – Size: 18 x 18 inches (46 x 46 cm)
🗃️ Optional Black Wooden Tarot Box – Size: 5 x 3.5 x 2 inches (13.6 x 9.2 x 5 cm)

Special Offer:
🎁 Buy the wooden box and receive a free Tarot bag or cloth! Hurry—limited free gifts are available!

Perfect for:
Beginners, Masters & Everyone In Between
A Thoughtful Gift Set for Spiritual Seekers

Fast Production & Delivery 🚀
📦 Production: 1–3 Business Days
🚚 Delivery: 2–5 Business Days (USA Only)

⸻
🔮 Uncover the Mysteries with the Gold Rainbow Foil Tarot Deck! 🌟
Does this deck call out to you? That’s no coincidence—the universe has chosen YOU to unlock the wisdom and magic within these cards. Embrace the journey of self-discovery, guided by a deck crafted to illuminate your path. 🌙✨",Energy & Elements,Energy & Elements,,,,,unavailable,Physical good,,,,Y,,Y,Y,111.23,,N,,N,,N,#setfe77e7db-a120-42f6-b6e2-aa13feadc14e,"Cards,Box&Bag",,,,,,,,N,,,,,,Y,100,,,,
